top,bottom,type,count
172.10.1.174,10.0.0.13,TCP-OTHER-IN,4
172.10.1.176,10.0.0.13,TCP-OTHER-IN,2
172.10.1.178,10.0.0.13,TCP-OTHER-IN,6
172.10.1.182,10.0.0.13,TCP-OTHER-IN,1
172.10.1.185,10.0.0.13,TCP-OTHER-IN,3
172.10.1.194,10.0.0.13,TCP-OTHER-IN,4
172.10.1.196,10.0.0.13,TCP-OTHER-IN,2
172.10.1.197,10.0.0.13,TCP-OTHER-IN,1
172.10.1.198,10.0.0.13,TCP-OTHER-IN,3
172.10.1.2,10.0.0.13,TCP-OTHER-IN,3
172.10.1.20,10.0.0.13,TCP-OTHER-IN,1
172.10.1.202,10.0.0.13,TCP-OTHER-IN,4
172.10.1.203,10.0.0.13,TCP-OTHER-IN,7
172.10.1.206,10.0.0.13,TCP-OTHER-IN,5
172.10.1.210,10.0.0.13,TCP-OTHER-IN,4
172.10.1.215,10.0.0.13,TCP-OTHER-IN,5
172.10.1.219,10.0.0.13,TCP-OTHER-IN,5
172.10.1.221,10.0.0.13,TCP-OTHER-IN,3
172.10.1.222,10.0.0.13,TCP-OTHER-IN,1
172.10.1.227,10.0.0.13,TCP-OTHER-IN,9
172.10.1.229,10.0.0.13,TCP-OTHER-IN,4
172.10.1.23,10.0.0.13,TCP-OTHER-IN,2
172.10.1.234,10.0.0.13,TCP-OTHER-IN,6
172.10.1.236,10.0.0.13,TCP-OTHER-IN,5
172.10.1.238,10.0.0.13,TCP-OTHER-IN,4
172.10.1.240,10.0.0.13,TCP-OTHER-IN,4
172.10.1.243,10.0.0.13,TCP-OTHER-IN,7
172.10.1.244,10.0.0.13,TCP-OTHER-IN,4
172.10.1.248,10.0.0.13,TCP-OTHER-IN,11
172.10.1.249,10.0.0.13,TCP-OTHER-IN,4
172.10.1.250,10.0.0.13,TCP-OTHER-IN,5
172.10.1.252,10.0.0.13,TCP-OTHER-IN,2
172.10.1.28,10.0.0.13,TCP-OTHER-IN,2
172.10.1.29,10.0.0.13,TCP-OTHER-IN,2
172.10.1.3,10.0.0.13,TCP-OTHER-IN,5
172.10.1.30,10.0.0.13,TCP-OTHER-IN,1
172.10.1.31,10.0.0.13,TCP-OTHER-IN,2
172.10.1.32,10.0.0.13,TCP-OTHER-IN,3
172.10.1.33,10.0.0.13,TCP-OTHER-IN,3
172.10.1.34,10.0.0.13,TCP-OTHER-IN,2
172.10.1.35,10.0.0.13,TCP-OTHER-IN,3
172.10.1.37,10.0.0.13,TCP-OTHER-IN,1
172.10.1.38,10.0.0.13,TCP-OTHER-IN,7
172.10.1.41,10.0.0.13,TCP-OTHER-IN,4
172.10.1.43,10.0.0.13,TCP-OTHER-IN,4
172.10.1.44,10.0.0.13,TCP-OTHER-IN,1
172.10.1.45,10.0.0.13,TCP-OTHER-IN,4
172.10.1.46,10.0.0.13,TCP-OTHER-IN,2
172.10.1.48,10.0.0.13,TCP-OTHER-IN,3
172.10.1.52,10.0.0.13,TCP-OTHER-IN,3
172.10.1.59,10.0.0.13,TCP-OTHER-IN,2
172.10.1.60,10.0.0.13,TCP-OTHER-IN,4
172.10.1.65,10.0.0.13,TCP-OTHER-IN,5
172.10.1.68,10.0.0.13,TCP-OTHER-IN,2
172.10.1.75,10.0.0.13,TCP-OTHER-IN,1
172.10.1.78,10.0.0.13,TCP-OTHER-IN,3
172.10.1.79,10.0.0.13,TCP-OTHER-IN,3
172.10.1.81,10.0.0.13,TCP-OTHER-IN,4
172.10.1.82,10.0.0.13,TCP-OTHER-IN,1
172.10.1.87,10.0.0.13,TCP-OTHER-IN,3
172.10.1.88,10.0.0.13,TCP-OTHER-IN,2
172.10.1.89,10.0.0.13,TCP-OTHER-IN,5
172.10.1.9,10.0.0.13,TCP-OTHER-IN,3
172.10.1.97,10.0.0.13,TCP-OTHER-IN,1
172.10.1.98,10.0.0.13,TCP-OTHER-IN,3
172.10.2.100,10.0.0.13,TCP-OTHER-IN,3
172.10.2.102,10.0.0.13,TCP-OTHER-IN,2
172.10.2.105,10.0.0.13,TCP-OTHER-IN,3
172.10.2.108,10.0.0.13,TCP-OTHER-IN,4
172.10.2.118,10.0.0.13,TCP-OTHER-IN,3
172.10.2.120,10.0.0.13,TCP-OTHER-IN,2
172.10.2.122,10.0.0.13,TCP-OTHER-IN,1
172.10.2.123,10.0.0.13,TCP-OTHER-IN,4
172.10.2.127,10.0.0.13,TCP-OTHER-IN,5
172.10.2.128,10.0.0.13,TCP-OTHER-IN,2
172.10.2.132,10.0.0.13,TCP-OTHER-IN,3
172.10.2.135,10.0.0.13,TCP-OTHER-IN,5
172.10.2.137,10.0.0.13,TCP-OTHER-IN,1
172.10.2.141,10.0.0.13,TCP-OTHER-IN,3
172.10.2.145,10.0.0.13,TCP-OTHER-IN,1
172.10.2.146,10.0.0.13,TCP-OTHER-IN,2
172.10.2.147,10.0.0.13,TCP-OTHER-IN,8
172.10.2.52,10.0.0.13,TCP-OTHER-IN,2
172.10.2.59,10.0.0.13,TCP-OTHER-IN,2
172.10.2.60,10.0.0.13,TCP-OTHER-IN,2
172.10.2.62,10.0.0.13,TCP-OTHER-IN,2
172.10.2.63,10.0.0.13,TCP-OTHER-IN,2
172.10.2.66,10.0.0.13,TCP-OTHER-IN,11
172.10.2.67,10.0.0.13,TCP-OTHER-IN,5
172.10.2.72,10.0.0.13,TCP-OTHER-IN,2
172.10.2.74,10.0.0.13,TCP-OTHER-IN,2
172.10.2.76,10.0.0.13,TCP-OTHER-IN,3
172.10.2.81,10.0.0.13,TCP-OTHER-IN,1
172.10.2.83,10.0.0.13,TCP-OTHER-IN,5
172.10.2.86,10.0.0.13,TCP-OTHER-IN,1
172.10.2.88,10.0.0.13,TCP-OTHER-IN,3
172.10.2.89,10.0.0.13,TCP-OTHER-IN,1
172.10.2.98,10.0.0.13,TCP-OTHER-IN,3
172.10.2.99,10.0.0.13,TCP-OTHER-IN,5
172.20.1.14,10.0.0.13,TCP-OTHER-IN,1
172.20.1.19,10.0.0.13,TCP-OTHER-IN,3
172.20.1.202,10.0.0.13,TCP-OTHER-IN,1
172.20.1.203,10.0.0.13,TCP-OTHER-IN,4
172.20.1.206,10.0.0.13,TCP-OTHER-IN,5
172.20.1.207,10.0.0.13,TCP-OTHER-IN,4
172.20.1.209,10.0.0.13,TCP-OTHER-IN,3
172.20.1.21,10.0.0.13,TCP-OTHER-IN,4
172.20.1.210,10.0.0.13,TCP-OTHER-IN,6
172.20.1.211,10.0.0.13,TCP-OTHER-IN,6
172.20.1.213,10.0.0.13,TCP-OTHER-IN,3
172.20.1.219,10.0.0.13,TCP-OTHER-IN,9
172.20.1.228,10.0.0.13,TCP-OTHER-IN,2
172.20.1.229,10.0.0.13,TCP-OTHER-IN,6
172.20.1.23,10.0.0.13,TCP-OTHER-IN,5
172.20.1.230,10.0.0.13,TCP-OTHER-IN,6
172.20.1.231,10.0.0.13,TCP-OTHER-IN,5
172.20.1.233,10.0.0.13,TCP-OTHER-IN,5
172.20.1.237,10.0.0.13,TCP-OTHER-IN,8
172.20.1.238,10.0.0.13,TCP-OTHER-IN,4
172.20.1.239,10.0.0.13,TCP-OTHER-IN,6
172.20.1.242,10.0.0.13,TCP-OTHER-IN,13
172.20.1.243,10.0.0.13,TCP-OTHER-IN,15
172.20.1.247,10.0.0.13,TCP-OTHER-IN,9
172.20.1.249,10.0.0.13,TCP-OTHER-IN,4
172.20.1.251,10.0.0.13,TCP-OTHER-IN,6
172.20.1.28,10.0.0.13,TCP-OTHER-IN,4
172.20.1.31,10.0.0.13,TCP-OTHER-IN,2
172.20.1.37,10.0.0.13,TCP-OTHER-IN,2
172.20.1.38,10.0.0.13,TCP-OTHER-IN,4
172.20.1.4,10.0.0.13,TCP-OTHER-IN,2
172.20.1.44,10.0.0.13,TCP-OTHER-IN,2
172.20.1.48,10.0.0.13,TCP-OTHER-IN,4
172.20.1.49,10.0.0.13,TCP-OTHER-IN,4
172.20.1.51,10.0.0.13,TCP-OTHER-IN,3
172.20.1.56,10.0.0.13,TCP-OTHER-IN,1
172.20.1.57,10.0.0.13,TCP-OTHER-IN,2
172.20.1.65,10.0.0.13,TCP-OTHER-IN,3
172.20.1.66,10.0.0.13,TCP-OTHER-IN,3
172.20.1.71,10.0.0.13,TCP-OTHER-IN,4
172.20.1.72,10.0.0.13,TCP-OTHER-IN,3
172.20.1.75,10.0.0.13,TCP-OTHER-IN,3
172.20.1.78,10.0.0.13,TCP-OTHER-IN,2
172.20.1.80,10.0.0.13,TCP-OTHER-IN,3
172.20.1.81,10.0.0.13,TCP-OTHER-IN,6
172.20.1.87,10.0.0.13,TCP-OTHER-IN,6
172.20.1.9,10.0.0.13,TCP-OTHER-IN,5
172.20.1.97,10.0.0.13,TCP-OTHER-IN,4
172.20.1.99,10.0.0.13,TCP-OTHER-IN,1
172.20.2.100,10.0.0.13,TCP-OTHER-IN,2
172.20.2.105,10.0.0.13,TCP-OTHER-IN,5
172.20.2.107,10.0.0.13,TCP-OTHER-IN,6
172.20.2.108,10.0.0.13,TCP-OTHER-IN,3
172.20.2.110,10.0.0.13,TCP-OTHER-IN,4
172.20.2.111,10.0.0.13,TCP-OTHER-IN,8
172.20.2.115,10.0.0.13,TCP-OTHER-IN,4
172.20.2.117,10.0.0.13,TCP-OTHER-IN,1
172.20.2.118,10.0.0.13,TCP-OTHER-IN,2
172.20.2.120,10.0.0.13,TCP-OTHER-IN,2
172.20.2.121,10.0.0.13,TCP-OTHER-IN,1
172.20.2.124,10.0.0.13,TCP-OTHER-IN,3
172.20.2.126,10.0.0.13,TCP-OTHER-IN,1
172.20.2.129,10.0.0.13,TCP-OTHER-IN,4
172.20.2.131,10.0.0.13,TCP-OTHER-IN,2
172.20.2.136,10.0.0.13,TCP-OTHER-IN,1
172.20.2.141,10.0.0.13,TCP-OTHER-IN,1
172.20.2.143,10.0.0.13,TCP-OTHER-IN,1
172.20.2.144,10.0.0.13,TCP-OTHER-IN,4
172.20.2.145,10.0.0.13,TCP-OTHER-IN,1
172.20.2.48,10.0.0.13,TCP-OTHER-IN,5
172.20.2.50,10.0.0.13,TCP-OTHER-IN,1
172.20.2.55,10.0.0.13,TCP-OTHER-IN,1
172.20.2.57,10.0.0.13,TCP-OTHER-IN,3
172.20.2.59,10.0.0.13,TCP-OTHER-IN,5
172.20.2.62,10.0.0.13,TCP-OTHER-IN,3
172.20.2.67,10.0.0.13,TCP-OTHER-IN,1
172.20.2.70,10.0.0.13,TCP-OTHER-IN,1
172.20.2.74,10.0.0.13,TCP-OTHER-IN,1
172.20.2.76,10.0.0.13,TCP-OTHER-IN,4
172.20.2.79,10.0.0.13,TCP-OTHER-IN,4
172.20.2.83,10.0.0.13,TCP-OTHER-IN,1
172.20.2.88,10.0.0.13,TCP-OTHER-IN,3
172.20.2.89,10.0.0.13,TCP-OTHER-IN,4
172.20.2.90,10.0.0.13,TCP-OTHER-IN,3
172.20.2.92,10.0.0.13,TCP-OTHER-IN,11
172.20.2.99,10.0.0.13,TCP-OTHER-IN,4
172.30.1.103,10.0.0.13,TCP-OTHER-IN,2
172.30.1.104,10.0.0.13,TCP-OTHER-IN,3
172.30.1.105,10.0.0.13,TCP-OTHER-IN,2
172.30.1.106,10.0.0.13,TCP-OTHER-IN,3
172.30.1.107,10.0.0.13,TCP-OTHER-IN,2
172.30.1.109,10.0.0.13,TCP-OTHER-IN,3
172.30.1.11,10.0.0.13,TCP-OTHER-IN,3
172.30.1.112,10.0.0.13,TCP-OTHER-IN,9
172.30.1.113,10.0.0.13,TCP-OTHER-IN,5
172.30.1.116,10.0.0.13,TCP-OTHER-IN,2
172.30.1.118,10.0.0.13,TCP-OTHER-IN,2
172.30.1.120,10.0.0.13,TCP-OTHER-IN,5
172.30.1.122,10.0.0.13,TCP-OTHER-IN,2
172.30.1.126,10.0.0.13,TCP-OTHER-IN,3
172.30.1.130,10.0.0.13,TCP-OTHER-IN,4
172.30.1.132,10.0.0.13,TCP-OTHER-IN,2
172.30.1.134,10.0.0.13,TCP-OTHER-IN,1
172.30.1.137,10.0.0.13,TCP-OTHER-IN,4
172.30.1.139,10.0.0.13,TCP-OTHER-IN,4
172.30.1.141,10.0.0.13,TCP-OTHER-IN,1
172.30.1.156,10.0.0.13,TCP-OTHER-IN,2
172.30.1.16,10.0.0.13,TCP-OTHER-IN,2
172.30.1.160,10.0.0.13,TCP-OTHER-IN,4
172.30.1.163,10.0.0.13,TCP-OTHER-IN,2
172.30.1.165,10.0.0.13,TCP-OTHER-IN,3
172.30.1.168,10.0.0.13,TCP-OTHER-IN,3
172.30.1.169,10.0.0.13,TCP-OTHER-IN,5
172.30.1.17,10.0.0.13,TCP-OTHER-IN,2
172.30.1.170,10.0.0.13,TCP-OTHER-IN,1
172.30.1.178,10.0.0.13,TCP-OTHER-IN,1
172.30.1.181,10.0.0.13,TCP-OTHER-IN,3
172.30.1.184,10.0.0.13,TCP-OTHER-IN,4
172.30.1.186,10.0.0.13,TCP-OTHER-IN,4
172.30.1.187,10.0.0.13,TCP-OTHER-IN,1
172.30.1.188,10.0.0.13,TCP-OTHER-IN,2
172.30.1.189,10.0.0.13,TCP-OTHER-IN,3
172.30.1.19,10.0.0.13,TCP-OTHER-IN,5
172.30.1.191,10.0.0.13,TCP-OTHER-IN,2
172.30.1.192,10.0.0.13,TCP-OTHER-IN,4
172.30.1.194,10.0.0.13,TCP-OTHER-IN,2
172.30.1.195,10.0.0.13,TCP-OTHER-IN,6
172.30.1.199,10.0.0.13,TCP-OTHER-IN,5
172.30.1.200,10.0.0.13,TCP-OTHER-IN,2
172.30.1.201,10.0.0.13,TCP-OTHER-IN,6
172.30.1.202,10.0.0.13,TCP-OTHER-IN,13
172.30.1.203,10.0.0.13,TCP-OTHER-IN,19
172.30.1.204,10.0.0.13,TCP-OTHER-IN,6
172.30.1.207,10.0.0.13,TCP-OTHER-IN,3
172.30.1.21,10.0.0.13,TCP-OTHER-IN,1
172.30.1.213,10.0.0.13,TCP-OTHER-IN,13
172.30.1.214,10.0.0.13,TCP-OTHER-IN,3
172.30.1.215,10.0.0.13,TCP-OTHER-IN,11
172.30.1.216,10.0.0.13,TCP-OTHER-IN,7
172.30.1.217,10.0.0.13,TCP-OTHER-IN,11
172.30.1.218,10.0.0.13,TCP-OTHER-IN,10
172.30.1.226,10.0.0.13,TCP-OTHER-IN,2
172.30.1.23,10.0.0.13,TCP-OTHER-IN,4
172.30.1.231,10.0.0.13,TCP-OTHER-IN,10
172.30.1.238,10.0.0.13,TCP-OTHER-IN,6
172.30.1.24,10.0.0.13,TCP-OTHER-IN,4
172.30.1.241,10.0.0.13,TCP-OTHER-IN,6
172.30.1.246,10.0.0.13,TCP-OTHER-IN,17
172.30.1.248,10.0.0.13,TCP-OTHER-IN,5
172.30.1.25,10.0.0.13,TCP-OTHER-IN,3
172.30.1.252,10.0.0.13,TCP-OTHER-IN,4
172.30.1.253,10.0.0.13,TCP-OTHER-IN,7
172.30.1.254,10.0.0.13,TCP-OTHER-IN,1
172.30.1.26,10.0.0.13,TCP-OTHER-IN,2
172.30.1.35,10.0.0.13,TCP-OTHER-IN,5
172.30.1.37,10.0.0.13,TCP-OTHER-IN,3
172.30.1.4,10.0.0.13,TCP-OTHER-IN,1
172.30.1.40,10.0.0.13,TCP-OTHER-IN,5
172.30.1.46,10.0.0.13,TCP-OTHER-IN,1
172.30.1.47,10.0.0.13,TCP-OTHER-IN,4
172.30.1.51,10.0.0.13,TCP-OTHER-IN,4
172.30.1.52,10.0.0.13,TCP-OTHER-IN,3
172.30.1.6,10.0.0.13,TCP-OTHER-IN,2
172.30.1.61,10.0.0.13,TCP-OTHER-IN,2
172.30.1.63,10.0.0.13,TCP-OTHER-IN,3
172.30.1.65,10.0.0.13,TCP-OTHER-IN,2
172.30.1.67,10.0.0.13,TCP-OTHER-IN,3
172.30.1.69,10.0.0.13,TCP-OTHER-IN,4
172.30.1.74,10.0.0.13,TCP-OTHER-IN,1
172.30.1.76,10.0.0.13,TCP-OTHER-IN,2
172.30.1.78,10.0.0.13,TCP-OTHER-IN,5
172.30.1.79,10.0.0.13,TCP-OTHER-IN,4
172.30.1.8,10.0.0.13,TCP-OTHER-IN,2
172.30.1.80,10.0.0.13,TCP-OTHER-IN,5
172.30.1.82,10.0.0.13,TCP-OTHER-IN,5
172.30.1.84,10.0.0.13,TCP-OTHER-IN,5
172.30.1.86,10.0.0.13,TCP-OTHER-IN,1
172.30.1.88,10.0.0.13,TCP-OTHER-IN,3
172.30.1.89,10.0.0.13,TCP-OTHER-IN,1
172.30.1.90,10.0.0.13,TCP-OTHER-IN,1
172.30.1.91,10.0.0.13,TCP-OTHER-IN,1
172.30.1.95,10.0.0.13,TCP-OTHER-IN,3
172.30.1.99,10.0.0.13,TCP-OTHER-IN,1
172.30.2.101,10.0.0.13,TCP-OTHER-IN,3
172.30.2.104,10.0.0.13,TCP-OTHER-IN,2
172.30.2.105,10.0.0.13,TCP-OTHER-IN,2
172.30.2.107,10.0.0.13,TCP-OTHER-IN,1
172.30.2.116,10.0.0.13,TCP-OTHER-IN,2
172.30.2.118,10.0.0.13,TCP-OTHER-IN,5
172.30.2.119,10.0.0.13,TCP-OTHER-IN,3
172.30.2.124,10.0.0.13,TCP-OTHER-IN,3
172.30.2.126,10.0.0.13,TCP-OTHER-IN,2
172.30.2.127,10.0.0.13,TCP-OTHER-IN,4
172.30.2.128,10.0.0.13,TCP-OTHER-IN,5
172.30.2.132,10.0.0.13,TCP-OTHER-IN,1
172.30.2.138,10.0.0.13,TCP-OTHER-IN,1
172.30.2.139,10.0.0.13,TCP-OTHER-IN,3
172.30.2.49,10.0.0.13,TCP-OTHER-IN,3
172.30.2.50,10.0.0.13,TCP-OTHER-IN,3
172.30.2.52,10.0.0.13,TCP-OTHER-IN,1
172.30.2.55,10.0.0.13,TCP-OTHER-IN,3
172.30.2.57,10.0.0.13,TCP-OTHER-IN,1
172.30.2.64,10.0.0.13,TCP-OTHER-IN,3
172.30.2.69,10.0.0.13,TCP-OTHER-IN,2
172.30.2.72,10.0.0.13,TCP-OTHER-IN,1
172.30.2.74,10.0.0.13,TCP-OTHER-IN,2
172.30.2.76,10.0.0.13,TCP-OTHER-IN,5
172.30.2.78,10.0.0.13,TCP-OTHER-IN,3
172.30.2.81,10.0.0.13,TCP-OTHER-IN,7
172.30.2.83,10.0.0.13,TCP-OTHER-IN,2
172.30.2.86,10.0.0.13,TCP-OTHER-IN,4
172.30.2.87,10.0.0.13,TCP-OTHER-IN,3
172.30.2.89,10.0.0.13,TCP-OTHER-IN,3
172.30.2.91,10.0.0.13,TCP-OTHER-IN,4
172.30.2.92,10.0.0.13,TCP-OTHER-IN,2
172.30.2.95,10.0.0.13,TCP-OTHER-IN,3
172.30.2.97,10.0.0.13,TCP-OTHER-IN,2
172.30.2.98,10.0.0.13,TCP-OTHER-IN,3
172.30.2.99,10.0.0.13,TCP-OTHER-IN,4
172.10.1.1,10.0.0.14,TCP-OTHER-IN,2
172.10.1.109,10.0.0.14,TCP-OTHER-IN,1
172.10.1.112,10.0.0.14,TCP-OTHER-IN,7
172.10.1.113,10.0.0.14,TCP-OTHER-IN,2
172.10.1.116,10.0.0.14,TCP-OTHER-IN,2
172.10.1.117,10.0.0.14,TCP-OTHER-IN,2
172.10.1.121,10.0.0.14,TCP-OTHER-IN,3
172.10.1.125,10.0.0.14,TCP-OTHER-IN,2
172.10.1.129,10.0.0.14,TCP-OTHER-IN,2
172.10.1.13,10.0.0.14,TCP-OTHER-IN,2
172.10.1.131,10.0.0.14,TCP-OTHER-IN,2
172.10.1.134,10.0.0.14,TCP-OTHER-IN,3
172.10.1.135,10.0.0.14,TCP-OTHER-IN,5
172.10.1.137,10.0.0.14,TCP-OTHER-IN,1
172.10.1.14,10.0.0.14,TCP-OTHER-IN,2
172.10.1.145,10.0.0.14,TCP-OTHER-IN,2
172.10.1.151,10.0.0.14,TCP-OTHER-IN,3
172.10.1.160,10.0.0.14,TCP-OTHER-IN,1
172.10.1.170,10.0.0.14,TCP-OTHER-IN,6
172.10.1.172,10.0.0.14,TCP-OTHER-IN,2
172.10.1.18,10.0.0.14,TCP-OTHER-IN,3
172.10.1.184,10.0.0.14,TCP-OTHER-IN,4
172.10.1.187,10.0.0.14,TCP-OTHER-IN,2
172.10.1.188,10.0.0.14,TCP-OTHER-IN,2
172.10.1.19,10.0.0.14,TCP-OTHER-IN,1
172.10.1.190,10.0.0.14,TCP-OTHER-IN,4
172.10.1.193,10.0.0.14,TCP-OTHER-IN,2
172.10.1.194,10.0.0.14,TCP-OTHER-IN,4
172.10.1.20,10.0.0.14,TCP-OTHER-IN,1
172.10.1.201,10.0.0.14,TCP-OTHER-IN,5
172.10.1.206,10.0.0.14,TCP-OTHER-IN,7
172.10.1.208,10.0.0.14,TCP-OTHER-IN,5
172.10.1.210,10.0.0.14,TCP-OTHER-IN,3
172.10.1.213,10.0.0.14,TCP-OTHER-IN,5
172.10.1.214,10.0.0.14,TCP-OTHER-IN,6
172.10.1.215,10.0.0.14,TCP-OTHER-IN,6
172.10.1.224,10.0.0.14,TCP-OTHER-IN,4
172.10.1.226,10.0.0.14,TCP-OTHER-IN,6
172.10.1.229,10.0.0.14,TCP-OTHER-IN,5
172.10.1.232,10.0.0.14,TCP-OTHER-IN,4
172.10.1.235,10.0.0.14,TCP-OTHER-IN,4
172.10.1.237,10.0.0.14,TCP-OTHER-IN,2
172.10.1.238,10.0.0.14,TCP-OTHER-IN,9
172.10.1.241,10.0.0.14,TCP-OTHER-IN,4
172.10.1.243,10.0.0.14,TCP-OTHER-IN,1
172.10.1.245,10.0.0.14,TCP-OTHER-IN,4
172.10.1.249,10.0.0.14,TCP-OTHER-IN,2
172.10.1.253,10.0.0.14,TCP-OTHER-IN,1
172.10.1.26,10.0.0.14,TCP-OTHER-IN,4
172.10.1.27,10.0.0.14,TCP-OTHER-IN,4
172.10.1.31,10.0.0.14,TCP-OTHER-IN,2
172.10.1.36,10.0.0.14,TCP-OTHER-IN,4
172.10.1.37,10.0.0.14,TCP-OTHER-IN,3
172.10.1.38,10.0.0.14,TCP-OTHER-IN,7
172.10.1.39,10.0.0.14,TCP-OTHER-IN,4
172.10.1.42,10.0.0.14,TCP-OTHER-IN,3
172.10.1.45,10.0.0.14,TCP-OTHER-IN,1
172.10.1.48,10.0.0.14,TCP-OTHER-IN,3
172.10.1.51,10.0.0.14,TCP-OTHER-IN,2
172.10.1.52,10.0.0.14,TCP-OTHER-IN,2
172.10.1.53,10.0.0.14,TCP-OTHER-IN,5
172.10.1.56,10.0.0.14,TCP-OTHER-IN,2
172.10.1.57,10.0.0.14,TCP-OTHER-IN,3
172.10.1.68,10.0.0.14,TCP-OTHER-IN,2
172.10.1.70,10.0.0.14,TCP-OTHER-IN,1
172.10.1.77,10.0.0.14,TCP-OTHER-IN,1
172.10.1.8,10.0.0.14,TCP-OTHER-IN,3
172.10.1.81,10.0.0.14,TCP-OTHER-IN,4
172.10.1.82,10.0.0.14,TCP-OTHER-IN,1
172.10.1.83,10.0.0.14,TCP-OTHER-IN,2
172.10.1.84,10.0.0.14,TCP-OTHER-IN,2
172.10.1.88,10.0.0.14,TCP-OTHER-IN,1
172.10.1.91,10.0.0.14,TCP-OTHER-IN,3
172.10.1.95,10.0.0.14,TCP-OTHER-IN,1
172.10.1.96,10.0.0.14,TCP-OTHER-IN,2
172.10.1.97,10.0.0.14,TCP-OTHER-IN,3
172.10.1.99,10.0.0.14,TCP-OTHER-IN,1
172.10.2.101,10.0.0.14,TCP-OTHER-IN,3
172.10.2.102,10.0.0.14,TCP-OTHER-IN,1
172.10.2.106,10.0.0.14,TCP-OTHER-IN,4
172.10.2.107,10.0.0.14,TCP-OTHER-IN,3
172.10.2.111,10.0.0.14,TCP-OTHER-IN,3
172.10.2.112,10.0.0.14,TCP-OTHER-IN,3
172.10.2.126,10.0.0.14,TCP-OTHER-IN,4
172.10.2.130,10.0.0.14,TCP-OTHER-IN,2
172.10.2.131,10.0.0.14,TCP-OTHER-IN,2
172.10.2.132,10.0.0.14,TCP-OTHER-IN,4
172.10.2.134,10.0.0.14,TCP-OTHER-IN,5
172.10.2.135,10.0.0.14,TCP-OTHER-IN,6
172.10.2.136,10.0.0.14,TCP-OTHER-IN,1
172.10.2.140,10.0.0.14,TCP-OTHER-IN,2
172.10.2.141,10.0.0.14,TCP-OTHER-IN,3
172.10.2.143,10.0.0.14,TCP-OTHER-IN,4
172.10.2.145,10.0.0.14,TCP-OTHER-IN,2
172.10.2.50,10.0.0.14,TCP-OTHER-IN,5
172.10.2.51,10.0.0.14,TCP-OTHER-IN,1
172.10.2.52,10.0.0.14,TCP-OTHER-IN,2
172.10.2.55,10.0.0.14,TCP-OTHER-IN,4
172.10.2.57,10.0.0.14,TCP-OTHER-IN,4
172.10.2.59,10.0.0.14,TCP-OTHER-IN,4
172.10.2.63,10.0.0.14,TCP-OTHER-IN,3
172.10.2.64,10.0.0.14,TCP-OTHER-IN,1
172.10.2.66,10.0.0.14,TCP-OTHER-IN,12
172.10.2.67,10.0.0.14,TCP-OTHER-IN,3
172.10.2.71,10.0.0.14,TCP-OTHER-IN,3
172.10.2.72,10.0.0.14,TCP-OTHER-IN,2
172.10.2.77,10.0.0.14,TCP-OTHER-IN,4
172.10.2.81,10.0.0.14,TCP-OTHER-IN,2
172.10.2.83,10.0.0.14,TCP-OTHER-IN,3
172.10.2.87,10.0.0.14,TCP-OTHER-IN,1
172.10.2.89,10.0.0.14,TCP-OTHER-IN,3
172.10.2.93,10.0.0.14,TCP-OTHER-IN,3
172.10.2.94,10.0.0.14,TCP-OTHER-IN,1
172.10.2.96,10.0.0.14,TCP-OTHER-IN,1
172.10.2.97,10.0.0.14,TCP-OTHER-IN,4
172.10.2.99,10.0.0.14,TCP-OTHER-IN,3
172.20.1.10,10.0.0.14,TCP-OTHER-IN,2
172.20.1.100,10.0.0.14,TCP-OTHER-IN,3
172.20.1.12,10.0.0.14,TCP-OTHER-IN,2
172.20.1.17,10.0.0.14,TCP-OTHER-IN,2
172.20.1.2,10.0.0.14,TCP-OTHER-IN,3
172.20.1.20,10.0.0.14,TCP-OTHER-IN,7
172.20.1.202,10.0.0.14,TCP-OTHER-IN,7
172.20.1.204,10.0.0.14,TCP-OTHER-IN,10
172.20.1.206,10.0.0.14,TCP-OTHER-IN,6
172.20.1.210,10.0.0.14,TCP-OTHER-IN,8
172.20.1.212,10.0.0.14,TCP-OTHER-IN,2
172.20.1.213,10.0.0.14,TCP-OTHER-IN,2
172.20.1.214,10.0.0.14,TCP-OTHER-IN,1
172.20.1.218,10.0.0.14,TCP-OTHER-IN,4
172.20.1.219,10.0.0.14,TCP-OTHER-IN,6
172.20.1.221,10.0.0.14,TCP-OTHER-IN,6
172.20.1.222,10.0.0.14,TCP-OTHER-IN,6
172.20.1.225,10.0.0.14,TCP-OTHER-IN,6
172.20.1.228,10.0.0.14,TCP-OTHER-IN,1
172.20.1.229,10.0.0.14,TCP-OTHER-IN,6
172.20.1.232,10.0.0.14,TCP-OTHER-IN,6
172.20.1.233,10.0.0.14,TCP-OTHER-IN,5
172.20.1.239,10.0.0.14,TCP-OTHER-IN,3
172.20.1.240,10.0.0.14,TCP-OTHER-IN,4
172.20.1.243,10.0.0.14,TCP-OTHER-IN,7
172.20.1.244,10.0.0.14,TCP-OTHER-IN,8
172.20.1.246,10.0.0.14,TCP-OTHER-IN,3
172.20.1.247,10.0.0.14,TCP-OTHER-IN,9
172.20.1.30,10.0.0.14,TCP-OTHER-IN,3
172.20.1.35,10.0.0.14,TCP-OTHER-IN,4
172.20.1.36,10.0.0.14,TCP-OTHER-IN,5
172.20.1.38,10.0.0.14,TCP-OTHER-IN,5
